1
100 10000 10000
64 18 211 1000
42 89 114 995
13 29 115 1000
7 59 200 991
44 95 84 990
1 68 221 997
87 57 200 991
12 60 121 995
6 31 228 999
78 87 235 995
42 89 128 996
37 4 1 998
39 44 3 993
23 21 216 990
20 3 192 991
8 43 158 995
28 53 145 991
69 12 163 993
21 40 17 996
27 69 127 994
66 77 178 997
77 80 102 991
18 27 185 992
98 92 82 995
44 95 99 993
45 14 107 999
3 13 44 990
18 27 54 998
44 95 247 993
1 68 10 994
32 35 158 996
16 38 30 995
70 99 101 998
78 87 107 995
23 21 171 994
82 51 229 997
87 57 26 1000
92 82 91 992
61 71 175 999
91 32 171 995
97 19 86 1000
21 40 181 992
9 28 148 998
1 68 241 993
66 77 203 995
97 19 2 992
61 71 15 996
26 24 35 1000
16 38 112 996
69 12 203 996
38 67 110 1000
21 40 15 994
56 36 190 998
63 14 28 991
94 54 116 997
42 89 179 995
58 30 57 994
72 19 212 9
65 45 217 995
93 42 205 995
92 65 36 8
78 87 233 1000
4 90 78 995
25 7 184 998
48 11 12 991
88 33 12 994
33 10 9 992
21 40 212 994
28 53 80 996
31 15 177 994
84 62 106 996
97 19 78 995
78 87 191 999
58 30 96 992
86 85 64 998
85 47 21 993
87 57 138 994
8 43 110 995
38 67 39 995
76 75 83 990
90 39 129 998
21 40 149 995
12 60 114 992
59 5 134 991
22 41 142 995
33 10 43 998
80 46 115 993
53 63 124 999
58 30 126 991
51 50 61 991
12 60 208 1000
36 94 79 996
21 40 105 994
24 9 217 990
55 100 12 992
17 55 55 998
1 68 23 994
11 61 97 1000
61 71 159 991
61 71 247 991
90 39 43 993
14 97 4 996
21 40 78 997
8 43 129 993
10 73 18 995
1 68 127 992
16 38 88 992
82 51 205 996
75 84 134 994
71 52 236 996
24 9 151 991
37 4 16 993
69 12 111 994
19 56 107 1000
23 21 53 991
68 66 175 999
42 89 202 991
53 63 3 994
52 22 108 998
41 20 171 999
97 19 16 994
79 91 162 999
63 93 236 995
99 81 33 995
59 5 250 992
12 60 53 1000
25 7 13 999
14 97 108 993
26 24 118 990
45 14 234 996
76 75 119 993
1 68 15 991
39 44 18 990
68 66 167 995
6 31 40 994
31 15 230 992
42 89 48 995
71 52 80 998
13 29 60 992
59 5 227 995
16 38 71 991
1 68 16 992
10 73 183 995
3 13 43 996
45 14 105 1000
57 96 75 992
24 9 212 998
60 26 179 991
75 84 57 998
53 63 51 991
46 49 40 992
44 95 19 992
74 23 131 1000
41 20 186 1000
74 23 80 991
18 27 150 990
70 99 210 990
24 9 153 991
97 19 149 990
25 7 44 1000
21 40 195 995
99 81 249 993
22 41 163 1000
20 3 114 997
56 36 231 995
67 25 21 992
61 71 60 1000
2 34 143 996
84 62 158 997
46 49 219 992
60 26 35 994
7 59 213 1000
80 46 120 994
67 25 22 996
11 61 34 998
86 85 142 997
82 51 241 994
60 26 85 999
98 92 7 997
66 77 25 990
39 44 74 999
88 33 232 990
7 59 183 993
6 31 73 990
38 67 212 991
72 48 165 995
84 62 126 1000
9 28 228 997
63 93 233 996
18 27 216 995
13 29 59 993
96 70 30 994
12 60 156 998
38 67 170 991
73 98 201 990
41 20 35 1000
55 100 26 990
22 41 160 991
35 58 219 999
17 55 88 1000
51 50 65 998
14 97 164 999
50 72 38 996
26 24 45 993
86 85 201 998
16 38 73 999
49 2 173 999
49 2 233 990
79 91 69 994
67 25 190 1000
63 93 240 994
80 46 219 997
50 72 124 1000
90 39 188 994
69 12 159 998
36 94 130 992
49 2 28 1000
9 28 237 996
23 21 231 994
91 32 243 997
61 71 18 990
35 58 66 996
56 36 1 999
85 47 77 991
87 57 2 1000
20 3 120 990
45 14 241 993
25 7 133 994
48 11 156 994
32 35 7 995
34 64 243 999
96 70 211 998
22 41 156 997
9 28 154 999
9 28 70 990
97 19 225 995
86 85 103 1000
62 8 141 998
26 24 124 990
68 66 149 994
17 55 226 990
8 43 177 1000
52 22 76 997
68 66 127 990
70 99 99 997
89 83 76 992
65 45 239 994
15 65 159 1000
30 37 22 991
51 50 83 998
17 55 101 990
3 13 158 990
43 17 56 996
40 6 171 995
3 13 142 996
29 55 200 998
79 91 57 994
7 59 97 996
20 3 222 1000
23 21 20 990
78 87 249 998
82 51 180 994
88 33 151 995
98 92 223 996
71 52 81 990
16 38 201 998
88 33 135 991
17 55 141 993
41 20 60 991
30 37 35 993
88 33 146 991
88 33 226 990
82 51 62 990
16 38 212 999
59 5 65 997
22 41 49 994
20 3 185 991
78 87 112 994
39 44 37 1000
5 74 173 993
73 98 100 995
86 85 143 994
85 47 207 997
28 53 138 993
99 81 46 997
82 51 207 994
14 97 123 998
51 50 97 996
45 14 55 997
80 46 137 999
47 16 91 996
68 66 139 992
25 7 189 990
2 34 111 998
63 93 141 991
84 62 199 994
79 91 171 992
74 23 192 990
5 74 41 995
22 41 183 999
30 37 125 996
70 99 26 1000
58 30 75 998
62 8 96 995
4 90 20 997
13 29 43 995
32 35 181 996
80 46 14 992
64 18 244 990
83 76 76 995
33 10 218 990
39 44 102 991
39 44 57 998
66 77 54 997
52 22 103 996
4 90 219 991
17 55 195 998
22 41 156 995
56 36 190 993
7 59 136 990
19 56 19 993
19 56 159 993
28 53 67 993
53 63 164 1000
6 31 167 999
31 15 133 997
10 73 81 1000
37 49 113 999
97 19 146 994
23 21 90 992
35 58 133 1000
89 83 80 999
78 87 118 996
58 30 191 998
45 14 38 995
13 29 199 995
97 50 230 998
7 59 54 997
42 89 158 994
9 28 71 999
34 64 147 990
38 67 148 993
98 92 233 999
47 16 34 999
91 32 185 1000
77 80 124 998
41 20 108 998
45 14 123 991
63 93 201 1000
79 91 146 990
65 45 180 998
61 71 39 992
68 66 246 996
4 90 47 998
92 82 38 996
17 55 155 998
65 45 235 997
90 39 217 1000
55 100 49 993
32 35 73 998
43 17 192 992
28 53 146 991
50 72 47 997
43 17 89 991
90 39 38 990
40 6 247 992
86 85 114 990
59 5 213 994
50 72 111 993
42 89 223 994
49 2 24 990
6 31 84 990
1 68 58 1000
6 31 53 997
17 55 47 996
88 33 224 994
51 50 100 990
39 44 28 999
68 66 98 998
92 82 83 999
51 50 193 1000
8 43 61 1000
18 27 95 990
11 61 81 997
74 23 84 991
79 91 33 991
17 55 40 996
99 81 190 990
34 64 29 995
50 72 221 998
77 80 2 997
12 60 163 1000
11 61 55 997
59 5 35 991
10 73 104 997
98 92 165 993
5 74 141 998
54 78 104 990
59 5 233 997
76 75 124 998
4 90 144 997
11 61 172 997
23 21 91 994
91 32 22 994
23 21 103 994
52 22 71 991
70 99 104 992
57 96 140 992
50 72 107 995
83 76 35 995
73 98 153 993
76 75 140 999
89 83 127 993
95 88 101 992
95 88 109 992
21 40 176 994
21 40 133 997
10 73 141 999
59 5 26 996
97 19 198 1000
17 55 24 995
34 64 245 999
3 13 213 993
3 13 15 1000
51 50 153 995
11 61 56 992
61 71 245 997
1 68 67 992
52 78 18 7
88 33 52 991
19 56 159 991
65 45 154 991
53 63 197 991
88 33 129 991
90 39 78 997
57 96 22 993
51 50 105 996
23 21 229 994
93 42 103 994
45 14 213 992
32 35 2 997
8 43 118 1000
87 57 203 991
45 14 75 997
61 71 129 994
27 69 212 990
72 48 152 995
85 47 151 999
47 16 230 996
82 51 207 999
62 8 146 1000
80 46 207 995
11 61 170 1000
15 65 181 991
79 91 98 993
72 48 6 995
9 28 163 993
73 98 40 996
92 82 88 991
71 52 186 998
80 46 218 993
22 41 165 995
92 82 7 990
38 67 198 1000
99 81 147 994
40 6 175 990
84 62 44 999
9 28 28 998
87 57 16 998
86 85 156 996
97 19 79 1000
75 84 244 991
71 52 61 995
87 57 61 994
73 98 47 992
91 32 109 993
15 9 54 6
62 8 55 992
59 5 46 992
83 76 10 998
80 46 7 999
38 67 177 998
57 96 159 999
70 99 183 994
99 81 108 998
32 35 138 999
43 17 148 993
54 78 3 991
75 84 99 992
3 13 183 997
55 100 141 996
40 6 101 998
86 85 177 993
63 93 194 1000
51 50 159 992
78 87 188 993
63 93 168 993
32 35 80 995
42 89 124 993
73 98 188 996
3 13 116 992
26 24 203 991
57 96 18 995
37 4 42 992
97 19 158 991
60 26 3 993
51 50 43 1000
17 55 56 990
8 43 39 992
78 87 117 1000
96 70 14 998
45 14 147 997
4 90 54 993
64 18 21 1000
18 27 66 992
82 51 194 996
27 69 222 990
46 49 3 993
12 60 219 1000
28 53 7 997
64 18 136 998
50 72 204 997
64 18 52 1000
41 20 136 991
14 97 234 990
63 93 59 999
66 77 124 997
55 100 34 994
11 61 44 991
61 71 27 994
76 75 82 992
48 11 31 996
70 99 138 999
39 44 61 1000
25 7 126 999
52 22 228 996
30 37 32 990
78 87 123 997
19 56 199 993
95 88 133 998
55 100 108 999
37 4 39 991
1 68 149 991
35 58 10 993
21 40 232 994
42 89 61 990
88 33 201 992
12 60 68 998
2 34 217 997
1 68 224 996
2 34 71 995
71 52 217 994
9 28 68 997
93 42 23 990
39 44 179 990
82 51 94 990
32 35 203 997
36 94 169 999
88 33 194 992
15 65 222 1000
30 37 37 991
15 65 131 995
66 77 231 993
10 73 127 998
46 49 165 997
72 48 122 997
78 87 220 992
14 97 244 991
61 71 76 999
44 95 67 992
34 64 54 993
75 84 245 1000
53 63 104 998
21 40 212 992
69 12 80 998
14 97 115 995
30 37 52 998
84 62 25 1000
14 97 55 992
2 34 212 992
94 54 150 991
95 88 108 998
2 34 222 995
87 57 29 997
6 31 21 994
21 40 9 996
84 62 65 995
84 62 214 995
38 67 193 993
98 92 32 990
14 97 220 994
54 78 145 999
50 72 129 999
11 61 180 991
47 16 108 992
70 99 75 997
49 2 223 999
82 51 180 991
20 3 136 997
80 46 122 1000
66 77 107 996
58 30 20 994
43 17 64 995
75 84 157 999
32 35 117 996
2 34 43 996
13 29 70 990
92 82 235 990
42 89 182 997
82 51 49 997
34 64 138 992
84 62 179 995
37 4 242 993
64 18 34 999
7 59 176 990
16 38 21 996
94 54 85 991
10 73 243 1000
24 9 145 994
93 42 28 998
64 18 165 994
26 24 63 990
16 38 46 997
5 74 55 997
65 45 61 999
96 70 48 1000
19 56 50 996
67 25 13 997
15 65 78 999
69 12 110 998
12 60 237 991
46 49 195 998
52 22 176 992
71 52 102 996
4 90 117 1000
82 51 239 996
3 13 1 995
82 51 190 993
70 99 30 999
25 7 11 993
60 26 15 1000
16 38 191 997
55 100 113 999
98 92 10 995
86 85 70 992
61 71 101 996
8 43 36 991
11 61 211 1000
13 29 239 996
10 73 218 998
82 51 150 991
83 76 210 995
44 95 58 994
51 50 100 991
63 93 233 990
35 58 83 994
48 11 171 1000
37 4 141 994
56 36 27 991
51 50 243 993
96 70 143 991
89 83 143 996
30 37 65 991
70 99 19 992
92 82 18 996
79 91 7 990
12 60 141 992
46 49 44 993
25 7 45 994
61 71 117 995
9 28 48 1000
33 10 115 997
82 28 100 1000
25 7 26 994
43 17 216 1000
20 3 97 991
16 38 248 998
82 51 16 999
57 96 30 998
6 31 76 992
63 93 247 1000
1 68 168 993
67 25 143 994
42 89 81 990
54 75 26 10
13 29 88 991
48 11 47 990
85 47 192 994
3 13 225 991
97 19 23 990
9 28 80 996
4 90 53 995
91 32 36 994
57 96 153 1000
88 33 117 992
65 45 63 994
8 43 25 992
49 2 232 999
33 10 165 995
88 33 237 997
8 43 47 999
33 10 117 993
52 22 25 994
91 32 93 996
37 4 55 993
30 37 113 990
9 92 193 5
62 8 136 999
23 21 141 997
15 65 223 990
51 50 79 990
88 33 250 992
6 31 232 993
27 69 104 994
67 25 200 997
35 58 231 998
20 3 237 991
65 45 237 997
90 39 158 990
11 61 189 999
85 47 62 999
9 28 115 997
7 59 230 990
4 90 157 990
80 46 69 990
56 36 125 999
34 64 204 999
38 67 159 996
76 75 183 996
60 26 25 993
2 34 204 998
88 33 165 997
82 51 237 991
92 82 235 993
34 64 36 998
61 71 174 999
61 71 39 996
80 46 57 1000
12 60 224 996
82 51 134 992
23 21 38 994
3 13 8 992
82 45 53 9
24 9 249 990
9 28 228 996
12 60 70 993
89 83 168 991
89 83 14 991
77 80 96 997
49 2 81 995
13 29 237 990
51 50 42 998
9 28 202 999
77 80 1 991
86 85 191 990
23 21 207 996
21 40 187 995
62 8 144 994
1 68 137 996
95 88 147 990
55 100 155 994
20 3 9 994
67 25 135 995
92 82 25 999
88 33 108 990
74 23 81 992
4 90 208 991
2 34 242 999
14 97 223 996
40 6 109 990
36 94 107 999
69 12 83 992
42 89 28 1000
72 48 69 992
92 82 108 991
31 15 123 992
27 69 242 996
18 27 44 998
46 49 57 990
93 42 212 1000
73 98 124 999
77 80 73 999
1 68 114 998
26 24 67 1000
61 71 57 1000
13 29 85 998
59 5 95 999
5 74 240 995
8 43 224 998
52 22 44 999
13 29 42 999
90 39 44 1000
18 27 142 997
17 55 168 994
13 29 90 997
90 39 94 991
64 18 91 991
6 31 117 996
3 13 143 992
76 75 100 1000
65 45 222 998
51 50 130 999
95 88 107 990
85 47 125 990
41 20 50 998
67 25 25 994
89 83 200 992
19 56 242 990
87 57 71 994
85 47 242 994
25 7 194 990
7 59 24 992
72 48 150 991
59 5 124 996
83 76 242 996
98 92 169 996
31 15 166 999
61 71 18 997
98 92 156 993
50 72 121 992
27 69 213 996
21 40 191 997
25 7 88 991
5 74 203 993
32 35 211 990
43 17 195 998
68 66 62 990
88 33 60 997
79 91 120 997
51 50 40 998
23 21 42 999
70 99 98 995
33 10 80 1000
56 36 129 999
50 72 61 992
75 84 146 999
24 9 141 1000
56 36 123 999
51 50 124 993
13 29 18 998
22 41 201 998
28 53 210 994
85 47 229 991
58 30 85 993
61 71 182 992
83 76 105 996
62 8 122 995
17 55 27 991
33 10 38 995
63 93 205 998
38 67 78 994
53 63 120 997
80 46 243 990
73 98 165 999
30 37 108 1000
40 6 178 997
39 44 189 999
35 58 150 995
85 47 82 991
5 74 138 998
72 48 131 991
66 77 226 997
58 30 113 996
17 55 32 998
26 24 185 990
53 63 93 992
58 30 218 995
7 59 41 996
73 98 197 990
78 87 2 999
3 13 65 995
26 24 115 997
62 41 205 1
56 36 201 998
96 70 191 994
68 66 44 1000
98 92 23 993
24 9 74 993
91 32 44 990
62 8 245 995
19 56 50 999
52 22 122 999
43 17 230 996
79 91 31 993
65 45 82 990
87 57 37 999
19 56 248 991
41 20 53 990
60 26 14 999
36 94 76 996
3 13 98 992
46 49 154 998
66 85 54 996
17 55 24 997
93 42 110 997
23 21 225 991
85 47 109 994
73 98 72 995
23 21 198 990
59 5 28 995
84 62 131 998
6 31 118 998
59 5 90 998
85 47 106 991
46 49 8 990
57 96 97 990
44 95 116 992
41 20 169 996
72 48 219 993
17 55 37 994
22 41 239 994
25 7 102 999
86 85 177 996
62 8 82 1000
63 93 50 998
57 96 94 996
98 92 153 995
97 19 47 990
21 40 178 997
76 75 169 994
84 62 98 998
6 31 250 999
51 50 207 999
45 14 77 993
89 83 12 995
19 56 7 991
34 64 247 997
90 39 157 997
94 54 132 993
44 95 167 1000
42 89 108 992
43 17 233 1000
7 59 243 993
17 55 224 995
20 3 52 990
79 91 33 994
1 68 88 997
64 18 145 998
34 64 98 997
88 33 118 997
26 24 248 997
11 61 87 990
46 49 9 993
93 42 163 1000
99 81 235 999
14 97 218 997
44 95 14 992
48 11 180 999
82 51 130 990
67 25 128 991
48 11 136 999
30 37 190 998
73 98 185 999
60 26 234 991
2 34 191 999
80 46 111 993
63 50 102 3
10 73 235 1000
58 30 131 1000
73 98 172 991
85 47 218 997
38 67 125 999
5 74 149 994
39 44 28 993
27 69 169 999
63 93 182 996
93 42 140 996
31 15 148 995
65 45 105 998
46 49 57 991
57 96 148 998
70 99 61 991
92 82 47 992
60 26 239 996
43 17 180 1000
41 20 76 994
94 54 74 995
47 16 79 998
38 67 106 995
4 2 84 992
79 91 43 990
33 10 157 990
88 33 43 990
26 24 5 997
5 74 187 995
80 46 240 999
60 26 75 996
40 6 184 994
55 100 147 992
45 14 203 990
9 28 107 990
70 99 16 996
48 11 224 1000
17 55 21 992
27 69 19 997
65 45 160 991
34 64 177 997
65 45 51 1000
69 12 52 995
91 32 172 993
19 56 80 999
3 13 80 994
48 11 56 1000
8 43 44 999
36 94 92 997
39 44 236 1000
22 41 155 998
38 67 200 994
10 73 33 998
33 10 228 991
64 18 171 999
85 47 123 990
36 94 186 998
25 7 39 999
78 87 8 991
59 5 247 1000
4 90 194 1000
52 22 141 995
47 16 23 998
93 42 127 990
47 16 50 991
12 60 185 996
7 59 218 999
68 66 21 998
58 30 243 990
88 33 197 997
72 48 161 996
15 65 102 991
7 59 196 991
67 25 68 993
20 3 35 999
79 91 250 997
52 22 147 994
67 25 157 997
87 57 163 994
99 81 2 998
90 39 13 996
77 80 42 991
18 27 149 995
32 35 183 996
51 50 198 996
65 45 108 994
6 31 98 997
80 46 37 1000
3 13 246 995
60 26 200 993
4 90 3 999
18 27 187 990
5 74 8 997
8 43 167 995
12 60 95 999
88 33 205 997
76 75 141 996
32 35 231 990
60 26 154 993
9 28 222 993
60 26 67 997
87 57 80 1000
8 43 48 990
99 81 138 997
16 38 174 991
91 32 244 991
64 18 154 994
20 3 94 995
74 23 197 999
97 19 75 994
85 47 66 997
74 23 224 996
23 21 39 990
24 9 130 999
33 10 219 995
13 29 13 996
52 22 155 993
96 70 160 998
59 5 99 999
30 37 173 993
57 96 33 997
41 20 41 998
17 55 63 999
16 38 80 996
87 57 131 993
24 9 6 997
72 48 40 1000
7 59 137 997
91 32 101 996
95 88 2 998
36 94 186 995
39 44 234 998
92 82 169 991
70 99 70 1000
39 44 168 997
10 73 218 991
36 94 192 994
14 97 10 999
90 39 235 992
8 43 197 995
86 85 175 992
17 55 142 991
50 72 38 999
18 27 223 994
39 44 182 990
43 17 166 998
49 2 41 994
4 90 145 995
2 34 162 990
97 19 180 993
76 75 106 999
79 91 202 997
10 73 211 993
39 44 35 1000
54 78 111 998
75 84 38 991
46 49 203 999
39 44 114 994
72 48 167 998
41 20 33 997
86 85 193 995
64 18 226 998
1 68 144 991
19 56 119 991
28 53 243 1000
53 63 200 998
22 41 227 993
43 17 156 990
9 28 86 997
66 77 5 996
33 10 157 991
82 51 112 999
90 39 195 1000
80 46 203 999
20 3 166 994
13 29 205 999
1 68 139 992
75 84 108 999
52 22 230 1000
26 24 65 990
19 56 129 991
23 21 144 998
38 67 34 1000
76 75 82 998
97 19 87 997
60 40 196 995
54 78 42 999
38 67 177 998
68 66 191 1000
63 93 33 1000
57 96 91 997
42 89 67 998
53 63 229 991
75 84 197 999
56 36 45 993
32 66 115 999
84 62 204 995
21 40 56 993
88 33 180 998
80 46 47 993
15 65 101 990
85 47 206 994
83 76 151 990
60 26 190 995
57 96 233 990
51 50 224 997
75 84 221 995
22 41 160 990
50 72 62 993
30 37 122 994
41 20 78 996
84 62 57 996
45 14 16 998
40 6 72 994
60 26 198 990
89 83 94 1000
83 76 127 997
82 51 44 991
99 81 56 1000
84 62 187 998
98 92 42 995
31 15 214 995
48 11 134 991
7 59 173 998
69 12 134 996
61 71 3 990
66 77 52 994
23 21 165 994
30 37 7 995
98 92 162 994
71 52 245 993
35 58 200 994
36 94 218 998
49 2 202 998
66 77 240 998
77 80 123 1000
18 27 220 992
3 13 3 991
74 23 54 996
71 52 103 990
62 8 160 1000
62 8 156 997
10 73 78 999
54 78 75 998
30 37 160 995
26 24 236 997
72 48 91 990
90 39 168 999
53 63 128 996
71 52 25 996
68 66 34 994
51 50 137 996
68 66 173 994
84 62 48 995
77 80 19 996
78 87 219 993
44 95 212 998
19 56 156 999
38 67 134 991
6 31 79 994
79 91 53 996
3 13 163 999
67 25 44 993
87 57 98 998
80 46 83 994
91 32 196 998
31 15 233 992
6 31 185 990
69 12 241 993
36 94 127 999
65 45 218 996
5 74 39 995
41 20 18 991
32 35 193 993
85 47 146 996
28 53 117 993
68 66 81 995
9 28 92 991
33 10 2 993
19 56 213 997
1 68 82 999
10 73 6 996
41 20 242 999
46 49 67 998
97 19 59 991
10 73 62 1000
91 32 152 995
27 69 113 995
50 72 106 998
68 66 45 990
82 51 94 992
87 57 91 990
9 28 129 998
38 67 132 995
38 67 137 999
68 66 154 996
37 4 129 996
93 42 83 991
44 95 106 1000
95 88 90 997
69 12 171 992
30 37 158 995
88 33 92 996
85 47 46 991
12 60 205 999
43 17 243 1000
2 34 213 998
92 82 211 998
92 82 209 997
3 13 185 1000
9 28 131 997
61 94 166 9
6 31 67 991
65 45 202 992
31 15 92 990
32 35 227 999
13 29 158 999
61 71 42 995
55 100 219 996
86 85 245 995
77 80 22 996
25 7 28 993
74 23 219 998
33 10 18 991
36 94 170 992
80 46 75 996
27 69 138 996
74 23 126 998
15 65 98 996
35 58 186 996
20 3 82 993
44 95 65 991
8 43 202 999
80 46 166 998
38 67 35 994
24 9 99 996
74 23 152 997
68 66 208 994
25 7 117 991
5 74 189 998
71 52 75 996
44 95 11 993
87 22 174 995
33 10 103 999
19 56 122 997
23 21 188 998
30 37 73 995
64 18 224 995
85 47 3 992
30 37 233 997
46 49 61 999
35 58 9 994
11 61 34 998
1 68 143 991
56 36 182 997
77 80 74 992
25 7 140 996
41 20 174 999
17 55 28 995
49 2 47 994
15 65 7 995
2 34 35 995
66 77 29 991
31 15 26 994
3 13 197 994
60 26 170 999
38 67 75 998
30 37 151 990
63 93 180 996
88 33 33 1000
62 8 52 990
88 33 206 990
48 11 165 999
2 34 56 992
43 17 177 994
95 88 147 997
94 54 236 993
77 80 51 999
18 27 184 995
67 25 72 999
99 81 120 995
52 22 114 993
4 90 10 993
95 88 21 996
19 56 210 993
50 72 127 996
64 18 250 993
31 15 16 994
49 2 220 999
2 34 80 996
33 10 166 991
49 2 195 996
89 83 196 991
79 91 187 991
73 98 108 990
11 61 176 994
69 23 116 996
42 89 247 990
60 26 201 998
72 48 15 1000
21 40 209 992
14 97 140 990
36 94 250 1000
51 50 207 995
76 75 23 996
60 26 230 994
59 5 90 996
5 74 134 1000
68 66 5 998
35 58 237 998
96 70 40 990
59 5 147 995
78 87 180 992
51 50 118 998
17 55 219 990
55 100 20 996
91 32 239 991
48 11 64 993
34 64 250 993
6 31 58 1000
69 12 182 994
23 21 84 1000
19 56 209 996
15 65 204 992
83 76 13 990
9 28 20 993
42 89 176 996
24 9 2 1000
78 87 194 992
43 17 32 993
73 98 37 998
31 15 75 996
62 8 166 996
2 34 132 990
93 42 57 999
69 12 212 992
17 55 63 992
52 22 183 992
23 21 197 993
84 62 131 998
60 26 138 993
14 97 12 997
97 19 87 1000
40 6 55 1000
62 8 125 995
20 3 136 994
12 60 49 993
27 69 90 995
11 61 176 1000
97 19 238 991
49 2 197 991
49 2 37 992
63 93 194 992
80 46 41 996
27 69 56 995
3 13 180 991
21 40 175 1000
94 54 61 992
41 20 120 997
21 40 25 998
21 40 115 992
95 88 150 990
78 87 207 999
61 71 190 1000
20 3 6 997
58 30 171 1000
88 33 144 990
57 96 148 995
32 35 246 997
43 17 12 991
14 97 221 999
83 76 110 999
73 98 198 992
64 18 6 995
28 53 236 991
92 82 78 990
89 83 82 999
50 72 227 990
75 84 124 995
39 44 144 999
45 14 200 994
41 20 195 993
8 43 227 997
43 17 65 999
30 37 218 996
55 100 19 991
19 56 137 992
84 62 148 997
68 66 134 996
42 89 25 991
35 58 158 995
74 23 69 999
64 18 232 991
36 94 39 992
82 51 70 990
50 72 197 992
53 63 34 994
84 62 20 998
68 66 91 997
39 44 75 998
46 49 167 991
46 49 244 999
11 61 151 994
48 11 1 994
10 73 120 990
67 25 150 1000
12 60 172 993
93 42 166 992
27 69 74 994
63 93 62 995
95 88 240 995
49 2 187 992
69 12 38 1000
15 65 45 994
7 59 61 997
95 88 248 1000
7 59 203 994
35 58 126 995
13 29 57 990
74 23 29 991
64 18 184 999
22 41 246 999
76 75 23 993
67 25 56 1000
68 66 29 990
76 75 76 994
99 81 68 993
97 19 107 990
38 67 106 999
69 12 146 999
77 80 4 993
14 97 249 994
86 85 184 996
21 40 166 997
78 87 95 992
85 47 7 990
55 100 22 995
35 58 83 990
20 3 216 993
85 47 24 993
53 63 217 992
40 6 205 995
1 68 183 999
45 14 101 991
23 21 113 996
52 22 38 999
50 72 80 998
95 88 64 999
74 23 65 996
86 85 42 996
57 96 90 996
47 16 33 994
77 35 123 6
53 63 111 995
71 52 91 993
36 94 22 994
47 16 116 994
23 21 1 994
15 65 21 991
46 49 12 995
79 91 223 997
47 16 199 999
75 84 143 994
60 26 198 993
39 44 146 997
85 47 192 992
84 62 112 994
49 2 203 991
28 53 122 997
7 59 70 999
35 58 79 998
25 7 11 990
17 55 132 999
34 64 188 992
3 13 143 994
15 65 234 991
42 89 81 995
30 37 217 999
26 24 38 994
79 91 65 996
47 16 250 999
35 58 43 995
58 30 76 1000
66 77 59 994
16 38 233 999
92 82 165 990
86 85 64 994
37 4 81 995
97 19 203 992
53 63 225 998
4 90 186 990
49 2 181 994
20 3 177 990
40 6 245 994
45 14 95 999
18 27 98 1000
68 66 89 990
85 47 5 991
36 94 164 992
96 70 229 998
15 65 77 996
70 99 48 994
4 90 89 999
83 76 39 992
61 71 40 995
74 23 3 999
44 95 10 995
79 91 110 991
78 87 6 993
69 12 113 990
31 15 165 999
56 36 236 993
13 29 212 995
25 7 1 998
43 17 128 993
54 78 53 995
41 20 43 994
51 50 230 999
57 96 61 996
20 3 168 993
41 20 72 996
86 85 120 991
75 84 234 998
93 42 240 1000
25 7 228 993
20 3 236 996
45 14 129 996
82 51 5 992
53 63 197 990
4 90 153 995
86 85 174 995
40 6 86 991
3 13 204 994
9 28 31 990
7 59 23 993
38 67 172 1000
44 95 127 993
96 70 178 997
75 84 55 993
3 13 205 992
8 43 50 993
1 68 210 996
68 66 45 994
38 67 23 999
26 24 61 999
72 48 166 994
55 100 194 996
22 41 7 990
21 40 174 990
11 61 112 999
6 31 7 1000
80 46 214 995
40 6 21 994
20 3 164 996
94 54 214 992
83 76 39 992
63 93 250 993
61 71 124 997
72 48 194 993
59 5 43 993
52 22 17 995
68 66 240 991
69 12 106 994
72 48 105 1000
88 69 32 991
39 44 65 995
93 42 74 998
1 68 217 992
46 38 36 1000
24 9 26 996
90 39 201 991
21 40 201 1000
70 99 10 997
83 76 60 998
58 30 69 992
66 77 114 994
48 11 217 996
94 54 106 991
86 85 221 993
62 8 134 994
79 91 68 992
37 4 143 994
75 84 24 999
54 78 22 992
5 74 17 995
50 72 15 998
12 60 39 995
2 34 105 992
98 92 144 995
28 53 216 995
10 73 113 992
10 73 212 1000
39 44 2 990
97 19 193 991
34 64 236 1000
37 4 26 990
23 21 78 998
71 52 176 992
91 32 114 995
93 42 163 990
37 4 217 998
25 7 91 999
67 25 188 991
39 44 196 998
7 59 150 1000
19 56 68 994
5 74 2 999
99 81 94 997
66 77 174 994
17 55 212 997
37 4 40 996
70 99 90 995
71 52 83 992
56 36 8 995
84 62 8 994
98 92 27 998
38 67 4 996
94 54 175 996
62 8 141 991
21 40 236 995
50 72 64 991
9 28 23 993
64 18 195 997
32 35 213 999
47 16 29 993
7 59 186 994
56 36 146 992
79 91 231 1000
65 45 63 992
75 84 180 991
82 51 27 994
24 9 147 999
52 22 221 995
80 46 165 996
60 26 85 994
77 80 133 997
3 13 12 1000
94 54 80 1000
21 40 24 998
85 47 81 991
2 34 124 998
88 33 45 993
18 27 51 993
57 96 41 996
82 51 130 990
79 91 98 997
57 96 57 994
12 60 210 990
12 60 107 993
24 9 56 994
14 97 143 994
93 42 80 990
26 24 198 993
20 3 57 991
46 49 55 996
72 48 184 995
38 67 48 994
1 68 172 992
17 55 19 998
89 83 217 999
35 58 110 999
10 73 59 996
84 62 114 997
53 63 98 992
22 41 178 996
4 90 147 995
85 47 195 990
43 17 26 995
48 11 222 998
35 58 62 991
35 58 103 999
30 37 49 999
75 84 120 994
49 2 49 998
